NOC,Games,Year,Season,City,Sport,Event,Medal,NOC_Year_Event_Medal,region
URS,1956 Summer,1956,Summer,Melbourne,Shooting,"Shooting Men's Free Pistol, 50 metres",Silver,"URS1956Shooting Men's Free Pistol, 50 metresSilver",Russia
URS,1960 Summer,1960,Summer,Roma,Shooting,"Shooting Men's Free Pistol, 50 metres",Silver,"URS1960Shooting Men's Free Pistol, 50 metresSilver",Russia
THA,1984 Summer,1984,Summer,Los Angeles,Boxing,Boxing Men's Light-Welterweight,Silver,THA1984Boxing Men's Light-WelterweightSilver,Thailand
ESP,2012 Summer,2012,Summer,London,Wrestling,"Wrestling Women's Heavyweight, Freestyle",Bronze,"ESP2012Wrestling Women's Heavyweight, FreestyleBronze",Spain
ROU,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Uneven Bars,Silver,ROU1976Gymnastics Women's Uneven BarsSilver,Romania
ROU,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Balance Beam,Bronze,ROU1976Gymnastics Women's Balance BeamBronze,Romania
HUN,2012 Summer,2012,Summer,London,Judo,Judo Men's Half-Lightweight,Silver,HUN2012Judo Men's Half-LightweightSilver,Hungary
GER,2016 Summer,2016,Summer,Rio de Janeiro,Archery,Archery Women's Individual,Silver,GER2016Archery Women's IndividualSilver,Germany
FRG,1988 Summer,1988,Summer,Seoul,Equestrianism,"Equestrianism Mixed Dressage, Individual",Gold,"FRG1988Equestrianism Mixed Dressage, IndividualGold",Germany
GER,1992 Summer,1992,Summer,Barcelona,Equestrianism,"Equestrianism Mixed Dressage, Individual",Gold,"GER1992Equestrianism Mixed Dressage, IndividualGold",Germany
COL,2012 Summer,2012,Summer,London,Cycling,"Cycling Men's Road Race, Individual",Silver,"COL2012Cycling Men's Road Race, IndividualSilver",Colombia
MGL,2012 Summer,2012,Summer,London,Boxing,Boxing Men's Light-Welterweight,Bronze,MGL2012Boxing Men's Light-WelterweightBronze,Mongolia
TCH,1932 Summer,1932,Summer,Los Angeles,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Silver,"TCH1932Wrestling Men's Heavyweight, Greco-RomanSilver",Czech Republic
MEX,1948 Summer,1948,Summer,London,Equestrianism,"Equestrianism Men's Jumping, Individual",Silver,"MEX1948Equestrianism Men's Jumping, IndividualSilver",Mexico
GER,1996 Summer,1996,Summer,Atlanta,Boxing,Boxing Men's Light-Welterweight,Silver,GER1996Boxing Men's Light-WelterweightSilver,Germany
RUS,1994 Winter,1994,Winter,Lillehammer,Figure Skating,Figure Skating Men's Singles,Gold,RUS1994Figure Skating Men's SinglesGold,Russia
UZB,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Men's Extra-Lightweight,Bronze,UZB2016Judo Men's Extra-LightweightBronze,Uzbekistan
COL,2000 Summer,2000,Summer,Sydney,Weightlifting,Weightlifting Women's Heavyweight,Gold,COL2000Weightlifting Women's HeavyweightGold,Colombia
GER,1960 Summer,1960,Summer,Roma,Swimming,Swimming Women's 200 metres Breaststroke,Silver,GER1960Swimming Women's 200 metres BreaststrokeSilver,Germany
ITA,1964 Summer,1964,Summer,Tokyo,Cycling,"Cycling Men's Individual Pursuit, 4,000 metres",Silver,"ITA1964Cycling Men's Individual Pursuit, 4,000 metresSilver",Italy
ROU,1996 Summer,1996,Summer,Atlanta,Gymnastics,Gymnastics Men's Pommelled Horse,Silver,ROU1996Gymnastics Men's Pommelled HorseSilver,Romania
ROU,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Pommelled Horse,Gold,ROU2000Gymnastics Men's Pommelled HorseGold,Romania
ROU,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Pommelled Horse,Silver,ROU2004Gymnastics Men's Pommelled HorseSilver,Romania
RUS,2012 Summer,2012,Summer,London,Trampolining,Trampolining Men's Individual,Silver,RUS2012Trampolining Men's IndividualSilver,Russia
URS,1980 Summer,1980,Summer,Moskva,Wrestling,"Wrestling Men's Light-Flyweight, Greco-Roman",Gold,"URS1980Wrestling Men's Light-Flyweight, Greco-RomanGold",Russia
UKR,2012 Summer,2012,Summer,London,Boxing,Boxing Men's Heavyweight,Gold,UKR2012Boxing Men's HeavyweightGold,Ukraine
EUN,1992 Winter,1992,Winter,Albertville,Figure Skating,Figure Skating Mixed Ice Dancing,Bronze,EUN1992Figure Skating Mixed Ice DancingBronze,Russia
RUS,1994 Winter,1994,Winter,Lillehammer,Figure Skating,Figure Skating Mixed Ice Dancing,Silver,RUS1994Figure Skating Mixed Ice DancingSilver,Russia
POL,1936 Summer,1936,Summer,Berlin,Rowing,Rowing Men's Double Sculls,Bronze,POL1936Rowing Men's Double ScullsBronze,Poland
RUS,2010 Winter,2010,Winter,Vancouver,Biathlon,Biathlon Men's 15 kilometres Mass Start,Gold,RUS2010Biathlon Men's 15 kilometres Mass StartGold,Russia
JPN,1936 Summer,1936,Summer,Berlin,Swimming,Swimming Men's 400 metres Freestyle,Silver,JPN1936Swimming Men's 400 metres FreestyleSilver,Japan
JPN,1936 Summer,1936,Summer,Berlin,Swimming,"Swimming Men's 1,500 metres Freestyle",Bronze,"JPN1936Swimming Men's 1,500 metres FreestyleBronze",Japan
SWE,1932 Winter,1932,Winter,Lake Placid,Cross Country Skiing,Cross Country Skiing Men's 18 kilometres,Gold,SWE1932Cross Country Skiing Men's 18 kilometresGold,Sweden
FRG,1972 Winter,1972,Winter,Sapporo,Bobsleigh,Bobsleigh Men's Two,Gold,FRG1972Bobsleigh Men's TwoGold,Germany
URS,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's Triple Jump,Gold,URS1980Athletics Men's Triple JumpGold,Russia
NED,2002 Winter,2002,Winter,Salt Lake City,Speed Skating,"Speed Skating Men's 1,500 metres",Silver,"NED2002Speed Skating Men's 1,500 metresSilver",Netherlands
NED,2002 Winter,2002,Winter,Salt Lake City,Speed Skating,"Speed Skating Men's 5,000 metres",Gold,"NED2002Speed Skating Men's 5,000 metresGold",Netherlands
NED,2002 Winter,2002,Winter,Salt Lake City,Speed Skating,"Speed Skating Men's 10,000 metres",Gold,"NED2002Speed Skating Men's 10,000 metresGold",Netherlands
BEL,1976 Summer,1976,Summer,Montreal,Cycling,"Cycling Men's 1,000 metres Time Trial",Silver,"BEL1976Cycling Men's 1,000 metres Time TrialSilver",Belgium
ITA,1984 Summer,1984,Summer,Los Angeles,Fencing,"Fencing Women's Foil, Individual",Bronze,"ITA1984Fencing Women's Foil, IndividualBronze",Italy
TCH,1924 Summer,1924,Summer,Paris,Gymnastics,Gymnastics Men's Rings,Bronze,TCH1924Gymnastics Men's RingsBronze,Czech Republic
TCH,1924 Summer,1924,Summer,Paris,Gymnastics,Gymnastics Men's Rope Climbing,Bronze,TCH1924Gymnastics Men's Rope ClimbingBronze,Czech Republic
TCH,1928 Summer,1928,Summer,Amsterdam,Gymnastics,Gymnastics Men's Parallel Bars,Gold,TCH1928Gymnastics Men's Parallel BarsGold,Czech Republic
TCH,1928 Summer,1928,Summer,Amsterdam,Gymnastics,Gymnastics Men's Rings,Silver,TCH1928Gymnastics Men's RingsSilver,Czech Republic
DEN,1948 Summer,1948,Summer,London,Boxing,Boxing Men's Lightweight,Bronze,DEN1948Boxing Men's LightweightBronze,Denmark
SWE,1984 Summer,1984,Summer,Los Angeles,Fencing,"Fencing Men's epee, Individual",Silver,"SWE1984Fencing Men's epee, IndividualSilver",Sweden
CAN,1976 Summer,1976,Summer,Montreal,Equestrianism,"Equestrianism Mixed Jumping, Individual",Silver,"CAN1976Equestrianism Mixed Jumping, IndividualSilver",Canada
USA,1984 Summer,1984,Summer,Los Angeles,Cycling,Cycling Men's Sprint,Silver,USA1984Cycling Men's SprintSilver,USA
HUN,2004 Summer,2004,Summer,Athina,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",Bronze,"HUN2004Canoeing Men's Canadian Singles, 1,000 metresBronze",Hungary
HUN,2008 Summer,2008,Summer,Beijing,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",Gold,"HUN2008Canoeing Men's Canadian Singles, 1,000 metresGold",Hungary
URS,1964 Summer,1964,Summer,Tokyo,Weightlifting,Weightlifting Men's Bantamweight,Gold,URS1964Weightlifting Men's BantamweightGold,Russia
GEO,2000 Summer,2000,Summer,Sydney,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",Bronze,"GEO2000Wrestling Men's Light-Heavyweight, Greco-RomanBronze",Georgia
EUN,1992 Winter,1992,Winter,Albertville,Cross Country Skiing,Cross Country Skiing Women's 5 kilometres,Bronze,EUN1992Cross Country Skiing Women's 5 kilometresBronze,Russia
EUN,1992 Winter,1992,Winter,Albertville,Cross Country Skiing,Cross Country Skiing Women's 15 kilometres,Bronze,EUN1992Cross Country Skiing Women's 15 kilometresBronze,Russia
EUN,1992 Winter,1992,Winter,Albertville,Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,Bronze,EUN1992Cross Country Skiing Women's 30 kilometresBronze,Russia
EUN,1992 Winter,1992,Winter,Albertville,Cross Country Skiing,Cross Country Skiing Women's 5/10 kilometres Pursuit,Bronze,EUN1992Cross Country Skiing Women's 5/10 kilometres PursuitBronze,Russia
BUL,1960 Summer,1960,Summer,Roma,Wrestling,"Wrestling Men's Lightweight, Freestyle",Bronze,"BUL1960Wrestling Men's Lightweight, FreestyleBronze",Bulgaria
BUL,1964 Summer,1964,Summer,Tokyo,Wrestling,"Wrestling Men's Lightweight, Freestyle",Gold,"BUL1964Wrestling Men's Lightweight, FreestyleGold",Bulgaria
BUL,1968 Summer,1968,Summer,Mexico City,Wrestling,"Wrestling Men's Lightweight, Freestyle",Silver,"BUL1968Wrestling Men's Lightweight, FreestyleSilver",Bulgaria
LTU,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Double Sculls,Bronze,LTU2016Rowing Women's Double ScullsBronze,Lithuania
USA,1972 Summer,1972,Summer,Munich,Boxing,Boxing Men's Welterweight,Bronze,USA1972Boxing Men's WelterweightBronze,USA
EUN,1992 Summer,1992,Summer,Barcelona,Archery,Archery Women's Individual,Bronze,EUN1992Archery Women's IndividualBronze,Russia
COL,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Women's Flyweight,Bronze,COL2016Boxing Women's FlyweightBronze,Colombia
CZE,2002 Winter,2002,Winter,Salt Lake City,Freestyle Skiing,Freestyle Skiing Men's Aerials,Gold,CZE2002Freestyle Skiing Men's AerialsGold,Czech Republic
ESP,2016 Summer,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Women's Heavyweight,Bronze,ESP2016Weightlifting Women's HeavyweightBronze,Spain
USA,1904 Summer,1904,Summer,St. Louis,Athletics,Athletics Men's 800 metres,Silver,USA1904Athletics Men's 800 metresSilver,USA
ITA,1920 Summer,1920,Summer,Antwerpen,Equestrianism,"Equestrianism Men's Jumping, Individual",Silver,"ITA1920Equestrianism Men's Jumping, IndividualSilver",Italy
EST,1928 Summer,1928,Summer,Amsterdam,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",Gold,"EST1928Wrestling Men's Featherweight, Greco-RomanGold",Estonia
EST,1936 Summer,1936,Summer,Berlin,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",Bronze,"EST1936Wrestling Men's Lightweight, Greco-RomanBronze",Estonia
FIN,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's Long Jump,Bronze,FIN1956Athletics Men's Long JumpBronze,Finland
ITA,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Women's 80 metres Hurdles,Gold,ITA1936Athletics Women's 80 metres HurdlesGold,Italy
FRA,2016 Summer,2016,Summer,Rio de Janeiro,Archery,Archery Men's Individual,Silver,FRA2016Archery Men's IndividualSilver,France
ITA,1964 Summer,1964,Summer,Tokyo,Boxing,Boxing Men's Middleweight,Bronze,ITA1964Boxing Men's MiddleweightBronze,Italy
FRA,1948 Summer,1948,Summer,London,Swimming,Swimming Men's 100 metres Backstroke,Bronze,FRA1948Swimming Men's 100 metres BackstrokeBronze,France
CAN,2012 Summer,2012,Summer,London,Judo,Judo Men's Half-Middleweight,Bronze,CAN2012Judo Men's Half-MiddleweightBronze,Canada
URS,1984 Winter,1984,Winter,Sarajevo,Figure Skating,Figure Skating Mixed Pairs,Gold,URS1984Figure Skating Mixed PairsGold,Russia
URS,1988 Winter,1988,Winter,Calgary,Figure Skating,Figure Skating Mixed Pairs,Silver,URS1988Figure Skating Mixed PairsSilver,Russia
BEL,2012 Summer,2012,Summer,London,Sailing,Sailing Women's One Person Dinghy,Bronze,BEL2012Sailing Women's One Person DinghyBronze,Belgium
GER,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 100 metres Freestyle,Bronze,GER1992Swimming Women's 100 metres FreestyleBronze,Germany
GER,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 200 metres Freestyle,Silver,GER1992Swimming Women's 200 metres FreestyleSilver,Germany
GER,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 200 metres Freestyle,Silver,GER1996Swimming Women's 200 metres FreestyleSilver,Germany
NED,2000 Summer,2000,Summer,Sydney,Archery,Archery Men's Individual,Bronze,NED2000Archery Men's IndividualBronze,Netherlands
BEL,1900 Summer,1900,Summer,Paris,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres",Bronze,"BEL1900Shooting Men's Free Rifle, Three Positions, 300 metresBronze",Belgium
BEL,1908 Summer,1908,Summer,London,Shooting,"Shooting Men's Free Pistol, 50 yards",Gold,"BEL1908Shooting Men's Free Pistol, 50 yardsGold",Belgium
BEL,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,"Cycling Men's Road Race, Individual",Gold,"BEL2016Cycling Men's Road Race, IndividualGold",Belgium
BEL,1996 Summer,1996,Summer,Atlanta,Judo,Judo Men's Heavyweight,Bronze,BEL1996Judo Men's HeavyweightBronze,Belgium
NED,2014 Winter,2014,Winter,Sochi,Speed Skating,"Speed Skating Women's 1,500 metres",Bronze,"NED2014Speed Skating Women's 1,500 metresBronze",Netherlands
USA,1900 Summer,1900,Summer,Paris,Sailing,Sailing Mixed 20+ Ton,Bronze,USA1900Sailing Mixed 20+ TonBronze,USA
NED,1906 Summer,1906,Summer,Athina,Fencing,"Fencing Men's epee, Individual",Bronze,"NED1906Fencing Men's epee, IndividualBronze",Netherlands
NED,1992 Summer,1992,Summer,Barcelona,Cycling,Cycling Men's Points Race,Silver,NED1992Cycling Men's Points RaceSilver,Netherlands
BEL,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 800 metres,Silver,BEL1976Athletics Men's 800 metresSilver,Belgium
BEL,1976 Summer,1976,Summer,Montreal,Athletics,"Athletics Men's 1,500 metres",Silver,"BEL1976Athletics Men's 1,500 metresSilver",Belgium
BEL,1924 Summer,1924,Summer,Paris,Fencing,"Fencing Men's Foil, Individual",Bronze,"BEL1924Fencing Men's Foil, IndividualBronze",Belgium
BEL,1920 Summer,1920,Summer,Antwerpen,Archery,"Archery Men's Pole Archery, Small Birds, Individual",Silver,"BEL1920Archery Men's Pole Archery, Small Birds, IndividualSilver",Belgium
BEL,1920 Summer,1920,Summer,Antwerpen,Archery,"Archery Men's Pole Archery, Large Birds, Individual",Silver,"BEL1920Archery Men's Pole Archery, Large Birds, IndividualSilver",Belgium
BEL,1980 Summer,1980,Summer,Moskva,Judo,Judo Men's Half-Heavyweight,Gold,BEL1980Judo Men's Half-HeavyweightGold,Belgium
BEL,1988 Summer,1988,Summer,Seoul,Judo,Judo Men's Half-Heavyweight,Bronze,BEL1988Judo Men's Half-HeavyweightBronze,Belgium
NED,1984 Summer,1984,Summer,Los Angeles,Sailing,Sailing Men's Windsurfer,Gold,NED1984Sailing Men's WindsurferGold,Netherlands
NED,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 50 metres Freestyle,Bronze,NED2000Swimming Men's 50 metres FreestyleBronze,Netherlands
NED,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 100 metres Freestyle,Gold,NED2000Swimming Men's 100 metres FreestyleGold,Netherlands
NED,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 200 metres Freestyle,Gold,NED2000Swimming Men's 200 metres FreestyleGold,Netherlands
NED,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 100 metres Freestyle,Gold,NED2004Swimming Men's 100 metres FreestyleGold,Netherlands
NED,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 200 metres Freestyle,Silver,NED2004Swimming Men's 200 metres FreestyleSilver,Netherlands
NED,1948 Summer,1948,Summer,London,Canoeing,"Canoeing Women's Kayak Singles, 500 metres",Silver,"NED1948Canoeing Women's Kayak Singles, 500 metresSilver",Netherlands
NED,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,"Cycling Women's Road Race, Individual",Gold,"NED2016Cycling Women's Road Race, IndividualGold",Netherlands
NED,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Women's Individual Time Trial,Bronze,NED2016Cycling Women's Individual Time TrialBronze,Netherlands
RSA,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 100 metres Breaststroke,Gold,RSA2012Swimming Men's 100 metres BreaststrokeGold,South Africa
RSA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 100 metres Breaststroke,Silver,RSA2016Swimming Men's 100 metres BreaststrokeSilver,South Africa
NED,2004 Summer,2004,Summer,Athina,Judo,Judo Men's Heavyweight,Bronze,NED2004Judo Men's HeavyweightBronze,Netherlands
NED,1928 Summer,1928,Summer,Amsterdam,Art Competitions,"Art Competitions Mixed Sculpturing, Medals And Reliefs",Silver,"NED1928Art Competitions Mixed Sculpturing, Medals And ReliefsSilver",Netherlands
NED,2004 Summer,2004,Summer,Athina,Rowing,Rowing Women's Lightweight Double Sculls,Bronze,NED2004Rowing Women's Lightweight Double ScullsBronze,Netherlands
NED,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Women's Lightweight Double Sculls,Gold,NED2008Rowing Women's Lightweight Double ScullsGold,Netherlands
ESP,1992 Summer,1992,Summer,Barcelona,Sailing,Sailing Men's One Person Dinghy,Gold,ESP1992Sailing Men's One Person DinghyGold,Spain
BEL,1900 Summer,1900,Summer,Paris,Equestrianism,"Equestrianism Mixed Jumping, Individual",Silver,"BEL1900Equestrianism Mixed Jumping, IndividualSilver",Belgium
BEL,1900 Summer,1900,Summer,Paris,Equestrianism,Equestrianism Mixed High Jump,Bronze,BEL1900Equestrianism Mixed High JumpBronze,Belgium
NED,1952 Winter,1952,Winter,Oslo,Speed Skating,"Speed Skating Men's 1,500 metres",Silver,"NED1952Speed Skating Men's 1,500 metresSilver",Netherlands
NED,1924 Summer,1924,Summer,Paris,Equestrianism,"Equestrianism Men's Three-Day Event, Individual",Gold,"NED1924Equestrianism Men's Three-Day Event, IndividualGold",Netherlands
NED,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 10 kilometres Open Water,Gold,NED2008Swimming Men's 10 kilometres Open WaterGold,Netherlands
NED,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Women's Double Sculls,Silver,NED2000Rowing Women's Double ScullsSilver,Netherlands
USA,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 50 metres Freestyle,Gold,USA1996Swimming Women's 50 metres FreestyleGold,USA
USA,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 100 metres Butterfly,Gold,USA1996Swimming Women's 100 metres ButterflyGold,USA
NED,1932 Summer,1932,Summer,Los Angeles,Cycling,Cycling Men's Sprint,Gold,NED1932Cycling Men's SprintGold,Netherlands
NED,1932 Summer,1932,Summer,Los Angeles,Cycling,"Cycling Men's 1,000 metres Time Trial",Silver,"NED1932Cycling Men's 1,000 metres Time TrialSilver",Netherlands
NED,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Women's Half-Middleweight,Bronze,NED2016Judo Women's Half-MiddleweightBronze,Netherlands
NED,1988 Winter,1988,Winter,Calgary,Speed Skating,"Speed Skating Women's 1,500 metres",Gold,"NED1988Speed Skating Women's 1,500 metresGold",Netherlands
NED,1988 Winter,1988,Winter,Calgary,Speed Skating,"Speed Skating Women's 3,000 metres",Gold,"NED1988Speed Skating Women's 3,000 metresGold",Netherlands
NED,1988 Winter,1988,Winter,Calgary,Speed Skating,"Speed Skating Women's 5,000 metres",Gold,"NED1988Speed Skating Women's 5,000 metresGold",Netherlands
NED,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Men's BMX,Silver,NED2016Cycling Men's BMXSilver,Netherlands
NED,1996 Summer,1996,Summer,Atlanta,Equestrianism,"Equestrianism Mixed Dressage, Individual",Silver,"NED1996Equestrianism Mixed Dressage, IndividualSilver",Netherlands
NED,2000 Summer,2000,Summer,Sydney,Equestrianism,"Equestrianism Mixed Dressage, Individual",Gold,"NED2000Equestrianism Mixed Dressage, IndividualGold",Netherlands
NED,2004 Summer,2004,Summer,Athina,Equestrianism,"Equestrianism Mixed Dressage, Individual",Gold,"NED2004Equestrianism Mixed Dressage, IndividualGold",Netherlands
NED,2008 Summer,2008,Summer,Beijing,Equestrianism,"Equestrianism Mixed Dressage, Individual",Gold,"NED2008Equestrianism Mixed Dressage, IndividualGold",Netherlands
RSA,1948 Summer,1948,Summer,London,Art Competitions,"Art Competitions Mixed Literature, Lyric Works",Silver,"RSA1948Art Competitions Mixed Literature, Lyric WorksSilver",South Africa
NED,1976 Winter,1976,Winter,Innsbruck,Speed Skating,"Speed Skating Men's 1,500 metres",Bronze,"NED1976Speed Skating Men's 1,500 metresBronze",Netherlands
NED,1976 Winter,1976,Winter,Innsbruck,Speed Skating,"Speed Skating Men's 5,000 metres",Bronze,"NED1976Speed Skating Men's 5,000 metresBronze",Netherlands
NED,1976 Winter,1976,Winter,Innsbruck,Speed Skating,"Speed Skating Men's 10,000 metres",Bronze,"NED1976Speed Skating Men's 10,000 metresBronze",Netherlands
NED,1924 Summer,1924,Summer,Paris,Art Competitions,Art Competitions Mixed Painting,Bronze,NED1924Art Competitions Mixed PaintingBronze,Netherlands
NED,1900 Summer,1900,Summer,Paris,Football,Football Men's Football,Bronze,NED1900Football Men's FootballBronze,Netherlands
