NOC,Games,Year,Season,City,Sport,Event,Medal,NOC_Year_Event_Medal,region
GBR,1948 Summer,1948,Summer,London,Hockey,Hockey Men's Hockey,Silver,GBR1948Hockey Men's HockeySilver,UK
BRA,1984 Summer,1984,Summer,Los Angeles,Sailing,Sailing Mixed Three Person Keelboat,Silver,BRA1984Sailing Mixed Three Person KeelboatSilver,Brazil
GER,1960 Summer,1960,Summer,Roma,Cycling,Cycling Men's 100 kilometres Team Time Trial,Silver,GER1960Cycling Men's 100 kilometres Team Time TrialSilver,Germany
AUT,1912 Summer,1912,Summer,Stockholm,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze,AUT1912Swimming Women's 4 x 100 metres Freestyle RelayBronze,Austria
SWE,1936 Summer,1936,Summer,Berlin,Equestrianism,"Equestrianism Men's Dressage, Team",Bronze,"SWE1936Equestrianism Men's Dressage, TeamBronze",Sweden
SWE,1912 Summer,1912,Summer,Stockholm,Equestrianism,"Equestrianism Men's Three-Day Event, Team",Gold,"SWE1912Equestrianism Men's Three-Day Event, TeamGold",Sweden
SWE,1908 Summer,1908,Summer,London,Tennis,"Tennis Women's Singles, Covered Courts",Bronze,"SWE1908Tennis Women's Singles, Covered CourtsBronze",Sweden
SWE,1912 Summer,1912,Summer,Stockholm,Diving,Diving Men's Platform,Gold,SWE1912Diving Men's PlatformGold,Sweden
SWE,1912 Summer,1912,Summer,Stockholm,Diving,Diving Men's Plain High,Gold,SWE1912Diving Men's Plain HighGold,Sweden
SWE,1920 Summer,1920,Summer,Antwerpen,Diving,Diving Men's Platform,Silver,SWE1920Diving Men's PlatformSilver,Sweden
GBR,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 400 metres Freestyle,Gold,GBR2008Swimming Women's 400 metres FreestyleGold,UK
GBR,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 800 metres Freestyle,Gold,GBR2008Swimming Women's 800 metres FreestyleGold,UK
GBR,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 400 metres Freestyle,Bronze,GBR2012Swimming Women's 400 metres FreestyleBronze,UK
GBR,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 800 metres Freestyle,Bronze,GBR2012Swimming Women's 800 metres FreestyleBronze,UK
LTU,2000 Summer,2000,Summer,Sydney,Basketball,Basketball Men's Basketball,Bronze,LTU2000Basketball Men's BasketballBronze,Lithuania
USA,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold,USA2008Swimming Men's 4 x 100 metres Freestyle RelayGold,USA
USA,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 100 metres Freestyle,Gold,USA2012Swimming Men's 100 metres FreestyleGold,USA
USA,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Silver,USA2012Swimming Men's 4 x 100 metres Freestyle RelaySilver,USA
USA,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold,USA2012Swimming Men's 4 x 100 metres Medley RelayGold,USA
USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 50 metres Freestyle,Bronze,USA2016Swimming Men's 50 metres FreestyleBronze,USA
USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 100 metres Freestyle,Bronze,USA2016Swimming Men's 100 metres FreestyleBronze,USA
USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold,USA2016Swimming Men's 4 x 100 metres Freestyle RelayGold,USA
USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold,USA2016Swimming Men's 4 x 100 metres Medley RelayGold,USA
BRA,1996 Summer,1996,Summer,Atlanta,Basketball,Basketball Women's Basketball,Silver,BRA1996Basketball Women's BasketballSilver,Brazil
BRA,2000 Summer,2000,Summer,Sydney,Basketball,Basketball Women's Basketball,Bronze,BRA2000Basketball Women's BasketballBronze,Brazil
HUN,1996 Summer,1996,Summer,Atlanta,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Silver,"HUN1996Canoeing Men's Kayak Fours, 1,000 metresSilver",Hungary
GER,1964 Summer,1964,Summer,Tokyo,Rowing,Rowing Men's Coxed Eights,Silver,GER1964Rowing Men's Coxed EightsSilver,Germany
RUS,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Women's Team All-Around,Silver,RUS2012Gymnastics Women's Team All-AroundSilver,Russia
RUS,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze,RUS2002Ice Hockey Men's Ice HockeyBronze,Russia
NGR,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Women's 4 x 400 metres Relay,Silver,NGR1996Athletics Women's 4 x 400 metres RelaySilver,Nigeria
ROU,1976 Summer,1976,Summer,Montreal,Rowing,Rowing Women's Coxed Quadruple Sculls,Bronze,ROU1976Rowing Women's Coxed Quadruple ScullsBronze,Romania
RSA,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,Bronze,RSA2016Rugby Sevens Men's Rugby SevensBronze,South Africa
ROU,1984 Summer,1984,Summer,Los Angeles,Gymnastics,Gymnastics Women's Team All-Around,Gold,ROU1984Gymnastics Women's Team All-AroundGold,Romania
ROU,1984 Summer,1984,Summer,Los Angeles,Gymnastics,Gymnastics Women's Horse Vault,Bronze,ROU1984Gymnastics Women's Horse VaultBronze,Romania
ITA,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Coxless Fours,Bronze,ITA2004Rowing Men's Coxless FoursBronze,Italy
ITA,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Quadruple Sculls,Silver,ITA2008Rowing Men's Quadruple ScullsSilver,Italy
USA,1996 Summer,1996,Summer,Atlanta,Tennis,Tennis Men's Singles,Gold,USA1996Tennis Men's SinglesGold,USA
FRA,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Women's Half-Middleweight,Silver,FRA2016Judo Women's Half-MiddleweightSilver,France
NOR,1920 Summer,1920,Summer,Antwerpen,Sailing,Sailing Mixed 6 metres,Bronze,NOR1920Sailing Mixed 6 metresBronze,Norway
URS,1956 Summer,1956,Summer,Melbourne,Water Polo,Water Polo Men's Water Polo,Bronze,URS1956Water Polo Men's Water PoloBronze,Russia
URS,1960 Summer,1960,Summer,Roma,Water Polo,Water Polo Men's Water Polo,Silver,URS1960Water Polo Men's Water PoloSilver,Russia
URS,1964 Summer,1964,Summer,Tokyo,Water Polo,Water Polo Men's Water Polo,Bronze,URS1964Water Polo Men's Water PoloBronze,Russia
NED,2008 Summer,2008,Summer,Beijing,Hockey,Hockey Women's Hockey,Gold,NED2008Hockey Women's HockeyGold,Netherlands
NED,2012 Summer,2012,Summer,London,Hockey,Hockey Women's Hockey,Gold,NED2012Hockey Women's HockeyGold,Netherlands
FRA,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 200 metres Freestyle,Gold,FRA2012Swimming Men's 200 metres FreestyleGold,France
FRA,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold,FRA2012Swimming Men's 4 x 100 metres Freestyle RelayGold,France
FRA,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Silver,FRA2012Swimming Men's 4 x 200 metres Freestyle RelaySilver,France
CAN,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold,CAN2006Ice Hockey Women's Ice HockeyGold,Canada
CAN,2010 Winter,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold,CAN2010Ice Hockey Women's Ice HockeyGold,Canada
CAN,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold,CAN2014Ice Hockey Women's Ice HockeyGold,Canada
USA,2006 Winter,2006,Winter,Torino,Figure Skating,Figure Skating Mixed Ice Dancing,Silver,USA2006Figure Skating Mixed Ice DancingSilver,USA
HUN,1964 Summer,1964,Summer,Tokyo,Fencing,"Fencing Women's Foil, Team",Gold,"HUN1964Fencing Women's Foil, TeamGold",Hungary
ITA,1928 Summer,1928,Summer,Amsterdam,Fencing,"Fencing Men's epee, Team",Gold,"ITA1928Fencing Men's epee, TeamGold",Italy
ITA,1932 Summer,1932,Summer,Los Angeles,Fencing,"Fencing Men's epee, Individual",Bronze,"ITA1932Fencing Men's epee, IndividualBronze",Italy
ITA,1932 Summer,1932,Summer,Los Angeles,Fencing,"Fencing Men's epee, Team",Silver,"ITA1932Fencing Men's epee, TeamSilver",Italy
ITA,1948 Summer,1948,Summer,London,Fencing,"Fencing Men's epee, Team",Silver,"ITA1948Fencing Men's epee, TeamSilver",Italy
SWE,1936 Summer,1936,Summer,Berlin,Boxing,Boxing Men's Lightweight,Bronze,SWE1936Boxing Men's LightweightBronze,Sweden
GRE,1906 Summer,1906,Summer,Athina,Rowing,Rowing Men's 17-Man Naval Rowing Boats,Gold,GRE1906Rowing Men's 17-Man Naval Rowing BoatsGold,Greece
NED,1928 Summer,1928,Summer,Amsterdam,Gymnastics,Gymnastics Women's Team All-Around,Gold,NED1928Gymnastics Women's Team All-AroundGold,Netherlands
CUB,2000 Summer,2000,Summer,Sydney,Volleyball,Volleyball Women's Volleyball,Gold,CUB2000Volleyball Women's VolleyballGold,Cuba
CUB,1980 Summer,1980,Summer,Moskva,Boxing,Boxing Men's Light-Welterweight,Bronze,CUB1980Boxing Men's Light-WelterweightBronze,Cuba
ESP,2012 Summer,2012,Summer,London,Handball,Handball Women's Handball,Bronze,ESP2012Handball Women's HandballBronze,Spain
ESP,2016 Summer,2016,Summer,Rio de Janeiro,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Silver,ESP2016Rhythmic Gymnastics Women's GroupSilver,Spain
CUB,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze,CUB1992Athletics Men's 4 x 100 metres RelayBronze,Cuba
INA,2016 Summer,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Women's Flyweight,Silver,INA2016Weightlifting Women's FlyweightSilver,Indonesia
USA,2008 Summer,2008,Summer,Beijing,Volleyball,Volleyball Women's Volleyball,Silver,USA2008Volleyball Women's VolleyballSilver,USA
USA,1972 Winter,1972,Winter,Sapporo,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver,USA1972Ice Hockey Men's Ice HockeySilver,USA
GBR,1908 Summer,1908,Summer,London,Athletics,Athletics Men's Triple Jump,Gold,GBR1908Athletics Men's Triple JumpGold,UK
FIN,1932 Summer,1932,Summer,Los Angeles,Boxing,Boxing Men's Welterweight,Bronze,FIN1932Boxing Men's WelterweightBronze,Finland
SWE,1980 Winter,1980,Winter,Lake Placid,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze,SWE1980Ice Hockey Men's Ice HockeyBronze,Sweden
SWE,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze,SWE2002Ice Hockey Women's Ice HockeyBronze,Sweden
SWE,1924 Winter,1924,Winter,Chamonix,Curling,Curling Men's Curling,Silver,SWE1924Curling Men's CurlingSilver,Sweden
SWE,1984 Winter,1984,Winter,Sarajevo,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze,SWE1984Ice Hockey Men's Ice HockeyBronze,Sweden
FIN,1924 Summer,1924,Summer,Paris,Wrestling,"Wrestling Men's Bantamweight, Greco-Roman",Silver,"FIN1924Wrestling Men's Bantamweight, Greco-RomanSilver",Finland
SWE,1912 Summer,1912,Summer,Stockholm,Wrestling,"Wrestling Men's Middleweight B, Greco-Roman",Silver,"SWE1912Wrestling Men's Middleweight B, Greco-RomanSilver",Sweden
USA,1948 Summer,1948,Summer,London,Rowing,Rowing Men's Coxed Eights,Gold,USA1948Rowing Men's Coxed EightsGold,USA
GER,2004 Summer,2004,Summer,Athina,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze,"GER2004Equestrianism Mixed Jumping, TeamBronze",Germany
GER,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze,"GER2016Equestrianism Mixed Jumping, TeamBronze",Germany
SWE,1932 Summer,1932,Summer,Los Angeles,Boxing,Boxing Men's Lightweight,Silver,SWE1932Boxing Men's LightweightSilver,Sweden
SWE,1952 Summer,1952,Summer,Helsinki,Football,Football Men's Football,Bronze,SWE1952Football Men's FootballBronze,Sweden
INA,2016 Summer,2016,Summer,Rio de Janeiro,Badminton,Badminton Mixed Doubles,Gold,INA2016Badminton Mixed DoublesGold,Indonesia
SWE,1948 Summer,1948,Summer,London,Athletics,Athletics Men's Triple Jump,Gold,SWE1948Athletics Men's Triple JumpGold,Sweden
GER,2000 Summer,2000,Summer,Sydney,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,Bronze,GER2000Beach Volleyball Men's Beach VolleyballBronze,Germany
USA,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold,USA1992Swimming Women's 4 x 100 metres Freestyle RelayGold,USA
USA,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 100 metres Butterfly,Silver,USA1992Swimming Women's 100 metres ButterflySilver,USA
USA,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold,USA1992Swimming Women's 4 x 100 metres Medley RelayGold,USA
PAK,1992 Summer,1992,Summer,Barcelona,Hockey,Hockey Men's Hockey,Bronze,PAK1992Hockey Men's HockeyBronze,Pakistan
PAK,1968 Summer,1968,Summer,Mexico City,Hockey,Hockey Men's Hockey,Gold,PAK1968Hockey Men's HockeyGold,Pakistan
PAK,1984 Summer,1984,Summer,Los Angeles,Hockey,Hockey Men's Hockey,Gold,PAK1984Hockey Men's HockeyGold,Pakistan
PAK,1972 Summer,1972,Summer,Munich,Hockey,Hockey Men's Hockey,Silver,PAK1972Hockey Men's HockeySilver,Pakistan
FIN,1912 Summer,1912,Summer,Stockholm,Sailing,Sailing Mixed 8 metres,Bronze,FIN1912Sailing Mixed 8 metresBronze,Finland
FIN,2002 Winter,2002,Winter,Salt Lake City,Ski Jumping,"Ski Jumping Men's Large Hill, Team",Silver,"FIN2002Ski Jumping Men's Large Hill, TeamSilver",Finland
FIN,2006 Winter,2006,Winter,Torino,Ski Jumping,"Ski Jumping Men's Large Hill, Team",Silver,"FIN2006Ski Jumping Men's Large Hill, TeamSilver",Finland
GER,1964 Summer,1964,Summer,Tokyo,Sailing,Sailing Mixed Three Person Keelboat,Silver,GER1964Sailing Mixed Three Person KeelboatSilver,Germany
GDR,1976 Summer,1976,Summer,Montreal,Rowing,Rowing Women's Coxed Eights,Gold,GDR1976Rowing Women's Coxed EightsGold,Germany
USA,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Coxed Eights,Gold,USA2004Rowing Men's Coxed EightsGold,USA
CHI,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Women's Javelin Throw,Silver,CHI1956Athletics Women's Javelin ThrowSilver,Chile
ITA,2012 Summer,2012,Summer,London,Water Polo,Water Polo Men's Water Polo,Silver,ITA2012Water Polo Men's Water PoloSilver,Italy
ITA,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,Bronze,ITA2016Water Polo Men's Water PoloBronze,Italy
ARG,2000 Summer,2000,Summer,Sydney,Hockey,Hockey Women's Hockey,Silver,ARG2000Hockey Women's HockeySilver,Argentina
ARG,2004 Summer,2004,Summer,Athina,Hockey,Hockey Women's Hockey,Bronze,ARG2004Hockey Women's HockeyBronze,Argentina
ARG,2008 Summer,2008,Summer,Beijing,Hockey,Hockey Women's Hockey,Bronze,ARG2008Hockey Women's HockeyBronze,Argentina
SUI,1936 Winter,1936,Winter,Garmisch-Partenkirchen,Bobsleigh,Bobsleigh Men's Four,Silver,SUI1936Bobsleigh Men's FourSilver,Switzerland
ITA,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Women's Water Polo,Silver,ITA2016Water Polo Women's Water PoloSilver,Italy
AUT,1924 Summer,1924,Summer,Paris,Weightlifting,Weightlifting Men's Heavyweight,Silver,AUT1924Weightlifting Men's HeavyweightSilver,Austria
GER,2012 Summer,2012,Summer,London,Canoeing,"Canoeing Men's Kayak Singles, Slalom",Bronze,"GER2012Canoeing Men's Kayak Singles, SlalomBronze",Germany
JPN,1956 Summer,1956,Summer,Melbourne,Gymnastics,Gymnastics Men's Team All-Around,Silver,JPN1956Gymnastics Men's Team All-AroundSilver,Japan
JPN,1956 Summer,1956,Summer,Melbourne,Gymnastics,Gymnastics Men's Floor Exercise,Silver,JPN1956Gymnastics Men's Floor ExerciseSilver,Japan
JPN,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Men's Team All-Around,Gold,JPN1960Gymnastics Men's Team All-AroundGold,Japan
JPN,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Men's Floor Exercise,Gold,JPN1960Gymnastics Men's Floor ExerciseGold,Japan
JPN,1992 Summer,1992,Summer,Barcelona,Gymnastics,Gymnastics Men's Team All-Around,Bronze,JPN1992Gymnastics Men's Team All-AroundBronze,Japan
JPN,2004 Summer,2004,Summer,Athina,Baseball,Baseball Men's Baseball,Bronze,JPN2004Baseball Men's BaseballBronze,Japan
AUS,1956 Summer,1956,Summer,Melbourne,Rowing,Rowing Men's Coxed Eights,Bronze,AUS1956Rowing Men's Coxed EightsBronze,Australia
GBR,1996 Summer,1996,Summer,Atlanta,Sailing,Sailing Mixed One Person Dinghy,Silver,GBR1996Sailing Mixed One Person DinghySilver,UK
GBR,2000 Summer,2000,Summer,Sydney,Sailing,Sailing Mixed One Person Dinghy,Gold,GBR2000Sailing Mixed One Person DinghyGold,UK
GBR,2004 Summer,2004,Summer,Athina,Sailing,Sailing Men's One Person Dinghy,Gold,GBR2004Sailing Men's One Person DinghyGold,UK
GBR,2008 Summer,2008,Summer,Beijing,Sailing,Sailing Mixed One Person Dinghy,Gold,GBR2008Sailing Mixed One Person DinghyGold,UK
GBR,2012 Summer,2012,Summer,London,Sailing,Sailing Men's One Person Heavyweight Dinghy,Gold,GBR2012Sailing Men's One Person Heavyweight DinghyGold,UK
GBR,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's 4 x 400 metres Relay,Gold,GBR1920Athletics Men's 4 x 400 metres RelayGold,UK
GBR,1968 Summer,1968,Summer,Mexico City,Sailing,Sailing Mixed 5.5 metres,Bronze,GBR1968Sailing Mixed 5.5 metresBronze,UK
CAN,1936 Summer,1936,Summer,Berlin,Basketball,Basketball Men's Basketball,Silver,CAN1936Basketball Men's BasketballSilver,Canada
GBR,1912 Summer,1912,Summer,Stockholm,Tennis,"Tennis Mixed Doubles, Covered Courts",Silver,"GBR1912Tennis Mixed Doubles, Covered CourtsSilver",UK
AUS,1992 Summer,1992,Summer,Barcelona,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Silver,"AUS1992Cycling Men's Team Pursuit, 4,000 metresSilver",Australia
AUS,1996 Summer,1996,Summer,Atlanta,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Bronze,"AUS1996Cycling Men's Team Pursuit, 4,000 metresBronze",Australia
AUS,2000 Summer,2000,Summer,Sydney,Cycling,Cycling Men's Madison,Gold,AUS2000Cycling Men's MadisonGold,Australia
FRA,1900 Summer,1900,Summer,Paris,Rugby,Rugby Men's Rugby,Gold,FRA1900Rugby Men's RugbyGold,France
UKR,2008 Summer,2008,Summer,Beijing,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",Gold,"UKR2008Shooting Men's Small-Bore Rifle, Prone, 50 metresGold",Ukraine
GRE,2000 Summer,2000,Summer,Sydney,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Bronze,GRE2000Rhythmic Gymnastics Women's GroupBronze,Greece
NGR,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,Bronze,NGR2016Football Men's FootballBronze,Nigeria
CUB,1992 Summer,1992,Summer,Barcelona,Baseball,Baseball Men's Baseball,Gold,CUB1992Baseball Men's BaseballGold,Cuba
CUB,1996 Summer,1996,Summer,Atlanta,Baseball,Baseball Men's Baseball,Gold,CUB1996Baseball Men's BaseballGold,Cuba
CUB,2000 Summer,2000,Summer,Sydney,Baseball,Baseball Men's Baseball,Silver,CUB2000Baseball Men's BaseballSilver,Cuba
CAN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze,CAN2016Athletics Men's 4 x 100 metres RelayBronze,Canada
NGR,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Women's Long Jump,Gold,NGR1996Athletics Women's Long JumpGold,Nigeria
GBR,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 4 x 400 metres Relay,Silver,GBR1984Athletics Men's 4 x 400 metres RelaySilver,UK
GBR,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 400 metres Hurdles,Bronze,GBR1992Athletics Men's 400 metres HurdlesBronze,UK
GBR,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze,GBR1992Athletics Men's 4 x 400 metres RelayBronze,UK
JPN,1984 Summer,1984,Summer,Los Angeles,Wrestling,"Wrestling Men's Featherweight, Freestyle",Silver,"JPN1984Wrestling Men's Featherweight, FreestyleSilver",Japan
JPN,1992 Summer,1992,Summer,Barcelona,Wrestling,"Wrestling Men's Lightweight, Freestyle",Bronze,"JPN1992Wrestling Men's Lightweight, FreestyleBronze",Japan
TUR,1948 Summer,1948,Summer,London,Wrestling,"Wrestling Men's Bantamweight, Freestyle",Gold,"TUR1948Wrestling Men's Bantamweight, FreestyleGold",Turkey
JPN,1992 Winter,1992,Winter,Albertville,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Bronze,"JPN1992Short Track Speed Skating Men's 5,000 metres RelayBronze",Japan
TUR,1956 Summer,1956,Summer,Melbourne,Wrestling,"Wrestling Men's Flyweight, Freestyle",Bronze,"TUR1956Wrestling Men's Flyweight, FreestyleBronze",Turkey
TUR,1964 Summer,1964,Summer,Tokyo,Wrestling,"Wrestling Men's Bantamweight, Freestyle",Silver,"TUR1964Wrestling Men's Bantamweight, FreestyleSilver",Turkey
TUR,1972 Summer,1972,Summer,Munich,Wrestling,"Wrestling Men's Featherweight, Freestyle",Silver,"TUR1972Wrestling Men's Featherweight, FreestyleSilver",Turkey
SWE,1948 Summer,1948,Summer,London,Canoeing,"Canoeing Men's Kayak Doubles, 10,000 metres",Gold,"SWE1948Canoeing Men's Kayak Doubles, 10,000 metresGold",Sweden
SWE,1952 Summer,1952,Summer,Helsinki,Canoeing,"Canoeing Men's Kayak Doubles, 10,000 metres",Silver,"SWE1952Canoeing Men's Kayak Doubles, 10,000 metresSilver",Sweden
SWE,1932 Summer,1932,Summer,Los Angeles,Sailing,Sailing Mixed 6 metres,Gold,SWE1932Sailing Mixed 6 metresGold,Sweden
USA,1996 Summer,1996,Summer,Atlanta,Football,Football Women's Football,Gold,USA1996Football Women's FootballGold,USA
TUR,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Super-Heavyweight, Freestyle",Gold,"TUR2016Wrestling Men's Super-Heavyweight, FreestyleGold",Turkey
URS,1980 Summer,1980,Summer,Moskva,Volleyball,Volleyball Women's Volleyball,Gold,URS1980Volleyball Women's VolleyballGold,Russia
RUS,1998 Winter,1998,Winter,Nagano,Biathlon,Biathlon Women's 4 x 7.5 kilometres Relay,Silver,RUS1998Biathlon Women's 4 x 7.5 kilometres RelaySilver,Russia
